분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축신고,용도변경,서울특별시 광진구 자양동 645,334,166.01,858.26,,49.7,237.16,미취소,2022-09-13,,,,5,1,공동주택,"공동주택,제2종근린생활시설",제3종일반주거지역,,,6,4,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 119-3,363,181.18,658.7,,49.91,181.46,미취소,2022-09-07,,,,6,0,공동주택,도시형생활주택(단지형다세대주택),제3종일반주거지역,,,20,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 86-1,218,119.39,310.67,,54.77,142.51,미취소,2022-09-06,,,,3,0,제2종근린생활시설,"단독주택, 제2종근린생활시설",도시지역,,상대보호구역,0,1,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-252 외1필지,212.32,126.72,367.65,,59.68,173.16,미취소,2022-09-06,,2022-12-07,,5,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,7,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 7-8,116.7,69.71,299.75,,59.73,194.48,미취소,2022-09-02,,,,4,1,제2종근린생활시설,,도시지역,대공방어협조구역,학교환경위생정화구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 467-22 외1필지,768.3,383.86,1217.07,,49.96,158.41,미취소,2022-09-01,,2022-09-20,,5,0,제2종근린생활시설,"자동차영업소, 사무소",제3종일반주거지역,대공방어협조구역,,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 군자동 356-6 외1필지,469,232.59,1335.13,,49.59,235.08,미취소,2022-08-31,,,,4,,제2종근린생활시설,"당구장, 소매점, 의원, 사무소, 고시원",준주거지역,,지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 646-9 외1필지,316,189.27,656.16,,59.9,197.99,미취소,2022-08-31,,,,6,1,공동주택,도시형생활주택-단지형다세대주택(18세대),도시지역,대공방어협조구역,중점경관관리구역,18,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 626-4,316.5,189.17,1312.97,,59.77,344,미취소,2022-08-31,,,,8,1,공동주택,도시형생활주택(단지형다세대주택),도시지역,대공방어협조구역,지구단위계획구역,17,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 191-60,259.2,129.4,745.24,,49.9228,230.73,미취소,2022-08-29,,,,5,1,제2종근린생활시설,다가구주택,제2종일반주거지역,,,,,4,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 191-60,259.2,129.4,745.24,,49.9228,230.73,미취소,2022-08-29,,,,5,1,제2종근린생활시설,다가구주택,제2종일반주거지역,,,,,4,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 111-12,2050,1226.3,22330.4952,,59.82,799.82,미취소,2022-08-26,,,,20,5,업무시설,"업무시설(오피스텔-491호),근린생활시설(41호),문화및집회시설(5호)",일반상업지역,대공방어협조구역,지구단위계획구역,,537,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 632-30,191.5,114.48,377.38,,59.78,197.07,미취소,2022-08-23,,,,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,2,3,2023-01-28
건축허가,대수선,서울특별시 광진구 구의동 214-12,377.9,191.88,967.85,,50.78,207.45,미취소,2022-08-22,,2022-12-06,,5,1,제2종근린생활시설,"학원,사무소",제3종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 167-17,170.9,95.23,287.08,,55.72,167.98,미취소,2022-08-22,,,,4,0,단독주택,다가구주택 및 제2종근린생활시설,제2종일반주거지역,,지구단위계획구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 246-61 외2필지,640.5,384.1,4762.03,,59.97,640.33,미취소,2022-08-18,,,,14,2,업무시설,"오피스텔,근린생활시설",도시지역,,지구단위계획구역,,75,,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 8-99,149.8,74.18,440.63,,49.52,231,미취소,2022-08-11,,,,5,1,제2종근린생활시설,근린생활시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 842-32 외1필지,247,148.07,452.55,,59.95,183.22,미취소,2022-08-09,,2022-10-21,,5,0,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,,14,2,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 832-29,134,77.36,257.64,,57.73,192.27,미취소,2022-08-09,,2022-10-21,,5,0,공동주택,다세대주택 및 근린생활시설,제2종일반주거지역,,,6,1,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 682-4,187.6,109.2,667.08,,58.21,278.68,미취소,2022-08-05,,,,5,1,제1종근린생활시설,사무소 및 휴게음식점,도시지역,,가축사육제한구역,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 773-8,194.4,89.26,397.37,,45.92,137.75,미취소,2022-08-05,,2022-09-01,2022-11-17,3,1,제2종근린생활시설,사무소,제3종일반주거지역,,,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 684-20,166.6,79.34,159.67,,47.62,87.51,미취소,2022-08-05,,2022-10-14,,2,1,노유자시설,노인복지시설,도시지역,,중점경관관리구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 609-1 외1필지,301.8,180.87,782.12,,59.93,182.46,미취소,2022-08-05,,,2022-08-31,4,1,제2종근린생활시설,교회,도시지역,,,,,,2023-01-28
건축신고,대수선,서울특별시 광진구 자양동 684-20,166.6,79.34,159.67,,47.62,87.51,미취소,2022-08-05,,2022-10-14,,2,1,노유자시설,노인복지시설,도시지역,,중점경관관리구역,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 609-1 외1필지,301.8,180.87,782.12,,59.93,182.46,미취소,2022-08-05,,,2022-08-31,4,1,제2종근린생활시설,교회,도시지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 239-15,150.9,82.84,301.75,,54.9,199.97,미취소,2022-08-03,,2022-10-31,,5,0,단독주택,,도시지역,,,,2,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 649-15,172.6,85.29,264.79,,49.41,98.82,미취소,2022-08-01,,,,2,1,제2종근린생활시설,근린생활시설,일반상업지역,,지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 6-16,119,59.4,185.4,,49.92,99.83,미취소,2022-08-01,,,,2,1,제2종근린생활시설,"사무소,창고",제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 667-31,253.8,152.1,476.28,,59.93,187.66,미취소,2022-08-01,,2022-12-07,,5,0,공동주택,다세대주택,제2종일반주거지역,대공방어협조구역,중점경관관리구역,8,,,2023-01-28
건축허가,발코니구조변경,서울특별시 광진구 자양동 610-18,310.1,157.74,531.76,,50.87,124.8,미취소,2022-08-01,,,2022-08-04,3,1,공동주택,다세대주택,제2종일반주거지역,대공방어협조구역,상대보호구역,8,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 202-27,376.9,224.56,1451.64,,59.58,299.87,미취소,2022-08-01,,,,7,1,교육연구시설,"일반음식점,교육연구시설,단독주택",제3종일반주거지역,중심지미관지구,,,,1,2023-01-28
건축신고,발코니구조변경,서울특별시 광진구 자양동 610-18,310.1,157.74,531.76,,50.87,124.8,미취소,2022-08-01,,,2022-08-04,3,1,공동주택,다세대주택,제2종일반주거지역,대공방어협조구역,상대보호구역,8,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 202-27,376.9,224.56,1451.64,,59.58,299.87,미취소,2022-08-01,,,,7,1,교육연구시설,"일반음식점,교육연구시설,단독주택",제3종일반주거지역,중심지미관지구,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 109-15,130.2,76.96,248.9,,59.11,191.17,미취소,2022-07-29,,2022-10-03,,4,0,단독주택,"다가구주택,사무소",제2종일반주거지역,,중점경관관리구역,,1,5,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 37-56 외1필지,240.6,142.36,476.3,,59.82,197.96,미취소,2022-07-29,,2022-11-18,,5,0,공동주택,"다세대주택,제2종근린생활시설(사무소)",도시지역,대공방어협조구역,,15,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 230-8,99.2,55.97,118.95,,56.4214,112.8427,미취소,2022-07-28,,,,2,1,제2종근린생활시설,학원,도시지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 2-7,140.3,83.71,280.52,,59.67,199.94,미취소,2022-07-28,,,,5,0,단독주택,근린생활시설 및 다가구주택,도시지역,,가축사육제한구역,,,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 32-9,205.6,96.36,489.06,,46.87,181.05,미취소,2022-07-28,,,,4,1,단독주택,다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,,2,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 32-9,205.6,96.36,489.06,,46.87,181.05,미취소,2022-07-28,,,,4,1,단독주택,다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,,2,2023-01-28
건축허가,용도변경,서울특별시 광진구 능동 238-7,121.6,59.62,197.59,,49.03,98.06,미취소,2022-07-27,,,,2,1,단독주택,단독주택,도시지역,대공방어협조구역,,0,0,1,2023-01-28
건축허가,신축,서울특별시 광진구 능동 284-6,213.2,123.93,318.95,,58.13,149.6,미취소,2022-07-27,,2022-10-12,,5,0,공동주택,도시형생활주택 단지형다세대주택,제1종일반주거지역,,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 769-29 외1필지,281.75,140.57,591.5,,49.89,209.94,미취소,2022-07-27,,2023-01-04,,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,학교환경위생정화구역,8,1,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 82-15,186.4,115.96,254.07,,62.21,136.3,미취소,2022-07-22,,,,3,,제2종근린생활시설,,도시지역,대공방어협조구역,중점경관관리구역,,,,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 51-12,140.5,45,247.98,9.12,32.0285,128.1139,미취소,2022-07-21,,,,4,1,제1종근린생활시설,주택,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 51-12,140.5,45,247.98,9.12,32.0285,128.1139,미취소,2022-07-21,,,,4,1,제1종근린생활시설,주택,제2종일반주거지역,,,,,1,2023-01-28
건축허가,증축,서울특별시 광진구 자양동 553-531,300,145.82,840.89,66.88,48.61,217.22,미취소,2022-07-20,,,,5,1,제2종근린생활시설,,제3종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 613-2,327.6,159,595.3,,48.53,133.18,미취소,2022-07-20,,,,3,1,제2종근린생활시설,근린생활시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 546-4,25260.3,13319.84,259739.85,,52.73,579.97,미취소,2022-07-20,,,,39,6,판매시설,판매시설.공장.근린공공시설.교육연구시설.근린공공시설.근린생활시설.업무시설.운동시설,준주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 546-4,25260.3,13319.84,259739.85,,52.73,579.97,미취소,2022-07-20,,,,39,6,판매시설,판매시설.공장.근린공공시설.교육연구시설.근린공공시설.근린생활시설.업무시설.운동시설,준주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 48-37,154.51,92.24,308.68,,59.7,199.78,미취소,2022-07-19,,,,4,,공동주택,다세대주택(도시형생활주택(원룸형)) 및 근린생활시설,제2종일반주거지역,,,9,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 71-5 외2필지,845.9,300.56,2733.25,,35.53,249.44,미취소,2022-07-19,,,,10,1,업무시설,"근린생활시설,업무시설,노유자시설",제3종일반주거지역,,,,30,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 186-2 외1필지,419.2,232.4,454.65,,55.44,108.46,미취소,2022-07-19,,2022-09-26,,3,0,제2종근린생활시설,제조업소,제2종일반주거지역,,,,,,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 169-8,4048.7,2389.19,11776.19,49.3,59.01,172.85,미취소,2022-07-19,,2022-07-20,2022-12-19,5,3,종교시설,종교집회장,제2종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 169-8,4048.7,2389.19,11776.19,49.3,59.01,172.85,미취소,2022-07-19,,2022-07-20,2022-12-19,5,3,종교시설,종교집회장,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 71-2 외1필지,220.5,110.17,488.29,,49.96,221.45,미취소,2022-07-18,,2022-09-20,,5,0,제2종근린생활시설,"사무소,제1종근린생활시설(소매점)",제3종일반주거지역,,,,5,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 832-16 외1필지,253.5,150.28,418.3,,59.28,165,미취소,2022-07-15,,2022-10-14,,4,0,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,,12,,,2023-01-28
건축허가,대수선,서울특별시 광진구 구의동 202-5,360,179.25,1101.55,,49.79,245.33,미취소,2022-07-14,,2022-09-05,2023-01-17,5,1,제2종근린생활시설,"사무소,학원,의원",제3종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 251-46,304.8,172.68,455.04,,56.65,149.29,미취소,2022-07-14,,,,5,0,공동주택,도시형생활주택 단지형다세대,제1종일반주거지역,,,16,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 191-60,259.2,129.4,745.24,,49.92,230.7253,미취소,2022-07-13,,,,5,1,교육연구시설,창고시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 16-15 외2필지,374.2,166.8,554.29,,44.58,148.13,미취소,2022-07-13,,,,5,0,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,,16,,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 779-6,1143.1,516.72,2009.74,,45.2,151.77,미취소,2022-07-12,,2022-11-10,,4,1,제1종근린생활시설,"근린생활시설,판매시설",일반상업지역,,,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 17-1 외1필지,2071.1,863.2,2319.41,,41.68,108.39,미취소,2022-07-12,,2022-09-01,2022-09-30,4,1,판매시설,판매시설 및 제2종근린생활시설(일반음식점),제3종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 220-38,253.6,125.76,652.8,,49.59,198.35,미취소,2022-07-12,,,,4,1,제2종근린생활시설,1종 일반 음식점 및 2종근생 사무소,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 196-8 외1필지,239.4,143.04,478.28,,59.75,199.78,미취소,2022-07-12,,2022-09-26,,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 353-2,167,83.46,376.99,,49.98,225.74,미취소,2022-07-12,,2022-07-26,2022-11-14,5,0,단독주택,다가구주택 및 근린생활시설(사무소),도시지역,,학교환경위생정화구역,,2,4,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 150-298,116,55.02,172,,47.43,92.98,미취소,2022-07-08,,,,2,1,제2종근린생활시설,사무소,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 364-4,102,75.74,242.62,,74.25,163.6,미취소,2022-07-08,,,,3,1,제1종근린생활시설,,도시지역,대공방어협조구역,학교환경위생정화구역,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 361-26 외1필지,447.62,240.88,2324.77,,53.81,456.18,미취소,2022-07-08,,,,11,1,공동주택,,도시지역,,준주거지역,17,43,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 211-29,330.7,197.57,659.87,,59.74,190.85,미취소,2022-07-08,,,,6,1,공동주택,다세대주택(단지형다세대),제2종일반주거지역,,,13,,,2023-01-28
건축허가,대수선,서울특별시 광진구 화양동 36-39,145.1,84.3,409.96,,58.09,227.07,미취소,2022-07-07,,,2022-07-13,4,1,단독주택,다가구주택,도시지역,대공방어협조구역,,,,3,2023-01-28
