건축구분,건물명,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),구조,허가일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수
신축,첼시빌리지,서울특별시 광진구 구의동 202-28,196.4,98,353.06,,49.9,179.77,철근콘크리트구조,2021-05-20,2021-06-16,2022-06-23,5,0,공동주택,근린생활시설 및 다세대주택,제3종일반주거지역,,,6,,
신축,힐링파크,서울특별시 광진구 구의동 231-2,167.52,96.61,317.64,,57.67,189.61,철근콘크리트구조,2021-08-09,2021-10-06,2022-06-22,5,0,단독주택,"(다가구),제2종근린생활시설(사무소)",제2종일반주거지역,,,,,5
신축,그린나래,서울특별시 광진구 중곡동 231-5,939.2,556.45,1868.74,,59.25,198.97,철근콘크리트구조,2021-03-19,2021-07-29,2022-06-17,6,0,공동주택,도시형생활주택단지형연립,제2종일반주거지역,,,48,,
신축,위드36,서울특별시 광진구 군자동 353-1,167,83.46,386.82,,49.98,231.63,철근콘크리트구조,2021-12-16,2022-02-07,2022-06-15,5,0,단독주택,다가구주택 및 근린생활시설(사무소),도시지역,,가축사육제한구역,,2,5
신축,광진 더프레236,서울특별시 광진구 구의동 236-53 외1필지,1133.2,519.13,5780.19,,45.81,345.56,철근콘크리트구조,2020-07-30,2020-12-01,2022-06-10,17,2,공동주택,"아파트, 업무시설(오피스텔), 제1종 근린생활시설, 제2종 근린생활시설",도시지역,대공방어협조구역,상대보호구역,29,12,
신축,삼화에코빌,서울특별시 광진구 중곡동 552-3 외1필지,316.7,189.92,622.8,,59.97,196.65,철근콘크리트구조,2021-12-01,2021-12-16,2022-06-09,5,0,공동주택,다세대주택(10세대),도시지역,대공방어협조구역,,10,,
신축,에이블,서울특별시 광진구 중곡동 242-22 외1필지,351,208.8,659.14,,59.49,181.3,철근콘크리트구조,2021-08-06,2021-10-12,2022-06-09,6,1,공동주택,도시형생활주택단지형다세대,도시지역,대공방어협조구역,,20,,
신축,세일드림하우스,서울특별시 광진구 중곡동 232-28,73.42,44,110.79,,59.93,150.9,철근콘크리트구조,2021-06-30,2021-11-12,2022-06-09,3,0,단독주택,다가구주택,제2종일반주거지역,,,,1,2
대수선,,서울특별시 광진구 구의동 599-2,206.6,113.3,601.02,,54.8403,237.8993,철근콘크리트구조,2022-04-08,2022-04-19,2022-06-08,5,1,제2종근린생활시설,"업무시설, 근린생활시설",가로구역별최고높이제한지역,대공방어협조구역,중점경관관리구역,,,
신축,다온,서울특별시 광진구 중곡동 99-5,357,214.13,725.83,,59.98,194.08,철근콘크리트구조,2019-02-27,2021-05-17,2022-06-08,5,0,공동주택,"소매점,제2종근린생활시설(사무소),도시형생활주택(단지형다세대=7세대)",도시지역,,,7,3,
신축,,서울특별시 광진구 자양동 598-27,194,115.66,362.96,,59.62,187.09,철근콘크리트구조,2021-06-30,2021-11-03,2022-06-03,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,
신축,최신빌,서울특별시 광진구 구의동 257-88,111.7,66.42,222.4,,59.46,199.1,철근콘크리트구조,2021-04-30,2021-10-07,2022-06-02,4,0,단독주택,다가구 주택 및 제2종근린생활시설,제2종일반주거지역,,,,1,3
대수선,자양동 226-30 제2종근린생활시설 (김현주),서울특별시 광진구 자양동 226-30,37,18.21,47.49,,49.2162,128.3514,철근콘크리트구조,2022-05-27,,2022-05-30,3,,제2종근린생활시설,사무소,제3종일반주거지역,,,,,
용도변경,광장동 413-18 제2종근린생활시설 (김종석),서울특별시 광진구 광장동 413-18,223,113.7,341.1,,50.98,152.96,철근콘크리트구조,2022-05-25,,2022-05-30,3,,제2종근린생활시설,학원,도시지역,대공방어협조구역,학교환경위생정화구역,,,
신축,로얄그린빌,서울특별시 광진구 중곡동 172-20 외5필지,437.12,255.74,659.03,,58.51,150.77,철근콘크리트구조,2021-06-09,2021-11-15,2022-05-27,5,0,공동주택,다세대주택,제2종일반주거지역,,,14,,
신축,화양동 프라하임,서울특별시 광진구 화양동 94-9 외6필지,828.5,438.13,4696.34,,52.88,459.89,철근콘크리트구조,2020-09-17,2020-10-06,2022-05-26,13,2,업무시설,"오피스텔, 공동주택(다세대), 근린생활시설",준주거지역,,제1종지구단위계획구역,16,79,
신축,더 라움 펜트하우스,서울특별시 광진구 자양동 2-6 외36필지,4970.9,2976.8,65548.28,,59.88,797.56,철근콘크리트구조,2018-01-16,2018-12-04,2022-05-25,25,6,업무시설,"업무시설(오피스텔),판매시설,공공업무시설",도시지역,일반미관지구,지구단위계획구역,,514,
신축,민성트리움하우스,서울특별시 광진구 중곡동 234-35 외2필지,292.9,150.35,585.7,,51.33,199.97,철근콘크리트구조,2021-08-31,2021-10-27,2022-05-20,6,0,공동주택,도시형생활주택단지형다세대,제2종일반주거지역,,,10,,
신축,갤러리하우스,서울특별시 광진구 자양동 604-7 외1필지,268.7,160.94,571.69,,59.9,199.88,철근콘크리트구조,2021-05-04,2021-07-20,2022-05-20,6,1,공동주택,도시형생활주택,도시지역,,,8,,
대수선,,서울특별시 광진구 군자동 270 외2필지,1373.9,804.84,2697.02,,58.58,196.3,철근콘크리트구조,2022-04-01,2022-05-03,2022-05-18,4,,제1종근린생활시설,의원,제2종일반주거지역,,,,,
가설건축물축조허가,,서울특별시 광진구 능동 18 외24필지,536088.5,45,45,,0.01,0.01,컨테이너조,2022-03-11,2022-04-04,2022-05-18,1,0,제1종근린생활시설,소매점,도시지역,고도지구,상대보호구역,,,
대수선,,서울특별시 광진구 화양동 5-6 외1필지,336.46,152.92,740.01,,45.45,168.77,철근콘크리트구조,2022-03-03,2022-03-30,2022-05-18,4,1,제2종근린생활시설,"인터넷컴퓨터게임시설제공업,소매점,학원,의원",준주거지역,,지구단위계획구역,,,
신축,태라(중곡),서울특별시 광진구 중곡동 234-47,386.5,189.7,655.75,,49.08,169.66,철근콘크리트구조,2021-05-31,2021-09-02,2022-05-18,6,0,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,,10,,
신축,더 게이트 힐스,서울특별시 광진구 중곡동 18-88,216.2,129.47,428.67,,59.88,198.27,철근콘크리트구조,2021-06-11,2021-09-02,2022-05-12,5,0,공동주택,다세대주택,제2종일반주거지역,,지구단위계획구역,9,,
신축,삼성홈타운 25차,서울특별시 광진구 자양동 805-1 외1필지,329.35,180.46,654.44,,54.79,198.71,철근콘크리트구조,2021-07-22,2021-08-17,2022-05-11,6,0,공동주택,도시혈생활주택(단지형다세대),도시지역,대공방어협조구역,학교환경위생정화구역,10,,
신축,레졸루트 아차산B,서울특별시 광진구 중곡동 116-18 외1필지,313.4,156.57,659.69,,49.96,194.86,철근콘크리트구조,2021-02-05,2021-05-12,2022-05-11,5,1,공동주택,다세대주택)제2종근린생활시설,제3종일반주거지역,,지구단위계획구역,11,1,
신축,레졸루트 아차산A,서울특별시 광진구 중곡동 116-16 외1필지,266.7,133.28,592.94,,49.97,212.8,철근콘크리트구조,2020-06-19,2021-05-12,2022-05-11,6,1,공동주택,도시형생활주택(단지형다세대)제2종근린생활시설,제3종일반주거지역,,지구단위계획구역,10,1,
용도변경,자양동 6-58 (김홍식),서울특별시 광진구 자양동 6-58 외1필지,384.8,222.13,653.2,,57.73,161.2,철근콘크리트구조,2022-04-27,,2022-05-10,3,1,제2종근린생활시설,"사무소, 소매점, 휴게음식점 등",제2종일반주거지역,,,,,
신축,한강아르떼빌,서울특별시 광진구 자양동 794-1,656.9,327.2,2160.99,,49.81,249.67,철근콘크리트구조,2021-04-16,2021-07-02,2022-05-09,7,1,공동주택,"제1종근린생활시설,업무시설(오피스텔),도시형생활주택(단지형다세대)",도시지역,,,20,6,
신축,유토피아,서울특별시 광진구 중곡동 74-69 외2필지,389.33,225.34,583.88,,57.88,149.97,철근콘크리트구조,2021-07-02,2021-07-28,2022-05-04,5,0,공동주택,단지형다세대주택 및 제1종근린생활시설,도시지역,대공방어협조구역,,11,1,
신축,브레츠,서울특별시 광진구 구의동 60-26,106.4,62.43,201.14,,58.67,189.04,철근콘크리트구조,2021-01-25,2021-07-21,2022-05-02,4,0,단독주택,다가구,제2종일반주거지역,,가축사육제한구역,,,4
대수선,1,서울특별시 광진구 화양동 9-45,164.3,94.5,494.52,,57.52,225.14,,2021-11-09,2021-12-22,2022-04-27,4,1,제2종근린생활시설,,제2종일반주거지역,,,,,
신축,엘림하우스,서울특별시 광진구 중곡동 177-5,587.5,351.43,1172.52,,59.82,199.58,철근콘크리트구조,2021-09-01,2021-09-27,2022-04-26,5,0,공동주택,도시형생활주택단지형다세대,도시지역,대공방어협조구역,,20,,
신축,뚝섬리버빌7차,서울특별시 광진구 자양동 57-51 외1필지,298,178.65,595.8,,59.95,199.93,철근콘크리트구조,2021-06-03,2021-09-01,2022-04-26,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,중점경관관리구역,16,1,
신축,까사밀라,서울특별시 광진구 구의동 57-15 외1필지,254.82,141.38,458.54,,55.48,179.94,철근콘크리트구조,2021-03-24,2021-06-11,2022-04-26,5,0,공동주택,"다세대주택,제2종근린생활시설",제2종일반주거지역,,중점경관관리구역,10,1,
신축,HY구의사옥 ,서울특별시 광진구 자양동 766-15,433.58,228.16,1823.02,,52.62,289.05,철근콘크리트구조,2020-12-08,2021-03-24,2022-04-25,6,2,업무시설,(사무소) 및 근린생활시설,도시지역,,가축사육제한구역,,,
신축,미산빌17차,서울특별시 광진구 자양동 197-12 외1필지,166.06,99.36,293.91,,59.83,176.99,철근콘크리트구조,2021-07-06,2021-10-20,2022-04-21,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,중점경관관리구역,8,,
신축,더 퍼스트,서울특별시 광진구 화양동 121-9,317,189.33,1322.28,,59.73,353.56,철근콘크리트구조,2020-11-27,2021-05-04,2022-04-21,8,1,공동주택,다세대주택/오피스텔/근린생활시설,도시지역,,지구단위계획구역,14,9,
신축,유노이아,서울특별시 광진구 구의동 250-20,230.7,115.31,551.47,,49.98,239.04,철근콘크리트구조,2021-07-22,2021-09-15,2022-04-15,7,0,공동주택,"도시형생활주택(단지형다세대 (7세대)), 제1종근린생활시설(의원)",제3종일반주거지역,,,7,,
신축,HC한강센트럴,서울특별시 광진구 자양동 652-20,174.3,103.76,346.12,,59.53,198.82,철근콘크리트구조,2021-07-09,2021-09-17,2022-04-14,5,0,단독주택,"다가구주택,제2종근린생활시설(사무소)",제2종일반주거지역,,,,,6
신축,정익제이타워3차,서울특별시 광진구 화양동 111-75,183.2,109.87,1082.32,,59.97,509.51,철근콘크리트구조,2020-07-01,2020-09-02,2022-04-13,12,1,업무시설,"업무시설(오피스텔), 도시형생활주택단지형다세대(원룸형주택),제2종근린생활시설(사무소)",일반상업지역,,제1종지구단위계획구역,14,20,
신축,에덴빌28차,서울특별시 광진구 중곡동 147-138,228,135.03,501.7,,59.22,147.08,철근콘크리트구조,2021-08-25,2021-10-15,2022-04-08,4,1,공동주택,근린생활시설& 다세대주택 7세대,제1종일반주거지역,,,7,,
신축,향기빌리지,서울특별시 광진구 자양동 685-30,188.38,112.32,375.83,,59.62,199.51,철근콘크리트구조,2021-07-08,2021-09-16,2022-04-08,5,0,단독주택,근생/다가구주택,제2종일반주거지역,,,,3,5
신축,나임에이블,서울특별시 광진구 중곡동 625-3,155,91.45,399.34,,59,194.58,철근콘크리트구조,2021-05-12,2021-07-22,2022-04-08,5,1,제2종근린생활시설,"제2종근린생활시설, 단독주택",도시지역,대공방어협조구역,,0,3,1
신축,광진힐리버,서울특별시 광진구 구의동 35-34,247.9,148.11,371.29,,59.75,149.77,철근콘크리트구조,2021-04-28,2021-09-24,2022-04-08,5,0,공동주택,다세대주택(12세대),도시지역,,,12,,
용도변경,구의동 75-1 업무시설 ((학)선학학원),서울특별시 광진구 구의동 75-1,1431.82,713.32,8319.6,,49.82,280.17,철근콘크리트구조,2022-02-21,,2022-04-07,7,4,업무시설,근린생활시설,도시지역,,지구단위계획구역,,,
신축,한양에버빌,서울특별시 광진구 구의동 646-4,153,91.77,301.29,,59.98,196.92,철근콘크리트구조,2021-07-01,2021-09-27,2022-04-06,5,0,단독주택,다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,2,6
신축,중곡동 84-5 단독주택 (박춘섭),서울특별시 광진구 중곡동 84-5,170.2,101.79,249.81,,59.81,146.77,철근콘크리트구조,2020-02-10,2020-03-02,2022-04-04,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,3
신축,에프앤빌딩 (F&Building),서울특별시 광진구 구의동 635-2,109,65.25,217.91,,59.86,199.91,철근콘크리트구조,2021-05-17,2021-07-07,2022-04-01,5,0,제2종근린생활시설,사무소,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,
신축,인화빌3,서울특별시 광진구 중곡동 239-9 외6필지,609,365.02,1191.08,,59.94,195.58,철근콘크리트구조,2021-02-22,2021-07-12,2022-04-01,5,0,공동주택,단지형다세대주택,제2종일반주거지역,,,18,,
신축,한성하우스,서울특별시 광진구 구의동 210-68,176.73,105.88,345.12,,59.91,195.28,철근콘크리트구조,2021-07-14,2021-08-09,2022-03-31,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,,,,5
증축,업무시설 (일동후디스(주)),서울특별시 광진구 구의동 216-8,972.2,355.1,2117.87,2117.87,36.5254,180.9679,철근콘크리트구조,2021-10-15,2021-11-26,2022-03-30,5,1,업무시설,사무소,도시지역,,,,,
신축,클래시하우스,서울특별시 광진구 능동 257-1,343.13,201.56,581.11,,58.74,149.99,철근콘크리트구조,2021-06-22,2021-08-23,2022-03-25,5,1,공동주택,(도시형생활주택단지형다세대)및근린생활시설,제1종일반주거지역,,,14,,
용도변경,,서울특별시 광진구 자양동 86-1,218,119.39,310.67,,54.77,142.51,철근콘크리트구조,2022-03-15,,2022-03-23,3,,단독주택,"다가구주택, 제2종근린생활시설",도시지역,,중점경관관리구역,,1,2
신축,포레 더 퍼스트 하임,서울특별시 광진구 능동 244-27,202.3,119.9,302.88,,59.27,149.72,철근콘크리트구조,2021-04-19,2021-06-15,2022-03-23,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,,,,9
신축,군자동 복합청사,서울특별시 광진구 군자동 48-15 외4필지,955.8,526.51,2997.12,,55.09,199.72,철근콘크리트구조,2020-06-09,2020-09-22,2022-03-23,5,2,업무시설,공공업무시설,도시지역,,가축사육제한구역,,,
신축,더 메종 건대,서울특별시 광진구 화양동 23-5 외4필지,751.96,447.92,6041.53,,59.57,659.59,철근콘크리트구조,2019-09-04,2020-02-28,2022-03-18,18,2,업무시설,"주거용오피스텔, 원룸형아파트, 근린생활시설",일반상업지역,,지구단위계획구역,99,83,
용도변경,화양타워,서울특별시 광진구 화양동 110-37,2751,2010.71,20275.51,,73.09,489.61,철근콘크리트구조,2022-01-11,,2022-03-17,13,4,공동주택,"판매시설,업무시설",도시지역,,지구단위계획구역,38,101,
신축,골드순스빌,서울특별시 광진구 중곡동 33-52,137.7,81.84,209.66,,59.43,152.26,철근콘크리트구조,2021-05-31,2021-07-16,2022-03-14,5,0,단독주택,다가구주택,제2종일반주거지역,,지구단위계획구역,,,5
신축,은하수하우스,서울특별시 광진구 중곡동 29-68,187.8,112.5,348.16,,59.9,185.39,철근콘크리트구조,2021-05-31,2021-07-01,2022-03-07,5,0,단독주택,"(다가구주택),제2종근린생활시설",제2종일반주거지역,조망가로특화경관지구,지구단위계획구역,,2,4
신축,쉼 스테이,서울특별시 광진구 중곡동 32-10,130.9,78,226.64,,59.59,173.14,철근콘크리트구조,2021-05-21,2021-07-16,2022-03-02,4,0,단독주택,다가구주택(5가구)/근린생활시설,제2종일반주거지역,,지구단위계획구역,,,5
